,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
190073,43325,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,7208.0
190074,48027,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,8333.0
190082,535088,CB3864,16753.0,Tm37_L,L,Primary Anchor,optic,Tm37,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm37,left,43255.0
190085,148348,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,30146.0
190097,125106,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,25704.0
190110,534457,MeTu4,15215.0,MeTu4c_L,L,Prelim Roughly traced,visual_projection,MeTu4c,,,,MeTu4d,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu4c,left,43052.0
190113,77388,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,14976.0
190114,143403,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,29321.0
190120,545986,LCe05,70138.0,LoVP7_L,L,Prelim Roughly traced,visual_projection,LoVP7,,,,LC49,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LoVP7,left,46065.0
190123,82077,LC21,16115.0,LC21_L,L,Prelim Roughly traced,visual_projection,LC21,takemuras,,VPNp3,,,,,,,,,,,,,LC21,,,,,,,,,,,,,,,False,LC21,left,16007.0
190124,100490,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,20138.0
190125,166237,CB3864,16753.0,Tm37_L,L,Primary Anchor,optic,Tm37,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm37,left,32504.0
190132,141797,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,29034.0
190135,531146,,69050.0,LPi3c_L,L,Primary Anchor,optic,LPi3c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi3c,left,41844.0
190136,58972,,16911.0,Tm26_L,L,Primary Anchor,optic,Tm26,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm26,left,10853.0
190138,45745,Lawf2,10642.0,Lawf2_L,L,Prelim Roughly traced,optic,Lawf2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Lawf2,left,7822.0
190142,548431,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,46556.0
190146,186507,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,34332.0
190147,36896,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,5711.0
190148,570095,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,48267.0
190158,539758,Dm8,17897.0,Dm8b_L,L,Primary Anchor,optic,Dm8b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8b,left,44349.0
190159,91531,Tm5a,17943.0,Tm5a_L,L,Primary Anchor,optic,Tm5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5a,left,18076.0
190161,63781,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,11930.0
190162,69575,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,13232.0
190163,107891,LC13,19674.0,LC13_L,L,Prelim Roughly traced,visual_projection,LC13,takemuras,,,,,,,,,,,,,,,LC13,,,,,,,,,,,,,,,False,LC13,left,21806.0
190166,517158,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,38366.0
190167,56516,Dm8,18363.0,Dm8a_L,L,Primary Anchor,optic,Dm8a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8a,left,10257.0
190171,97155,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,19362.0
190172,43190,Pm1,16846.0,Pm1_L,L,Prelim Roughly traced,optic,Pm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm1,left,7172.0
190175,105727,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,21329.0
190180,85591,TmY11,22595.0,TmY13_L,L,Prelim Roughly traced,optic,TmY13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY13,left,16796.0
190189,179663,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,33757.0
190194,82424,LLPC3,14496.0,LLPC3_L,L,Prelim Roughly traced,visual_projection,LLPC3,takemuras,,,,,,,,,,,,,,,LLPC3,,,,,,,,,,,,,,,False,LLPC3,left,16098.0
190196,154540,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,31038.0
190197,47844,,13703.0,Y12_L,L,Prelim Roughly traced,optic,Y12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y12,left,8290.0
190199,63684,TmY11,22595.0,TmY13_L,L,Prelim Roughly traced,optic,TmY13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY13,left,11899.0
190205,189629,,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,34585.0
190207,102069,,13469.0,Tm29_L,L,Prelim Roughly traced,optic,Tm29,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm29,left,20487.0
190211,99054,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,19786.0
190219,22377,TmY20,14515.0,TmY20_L,L,Prelim Roughly traced,optic,TmY20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY20,left,2347.0
190221,176103,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,33460.0
190230,157357,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,31413.0
190232,544582,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,45670.0
190245,141404,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,28955.0
190251,575271,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,48347.0
190255,55808,CB3823,24053.0,Li21_L,L,Primary Anchor,optic,Li21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li21,left,10103.0
190262,166160,,59517.0,Dm-DRA2_L,L,Prelim Roughly traced,optic,Dm-DRA2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm-DRA2,left,32495.0
190263,544273,CB3851,16555.0,Tm5b_L,L,Primary Anchor,optic,Tm5b,takemuras,,,Tm5b-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5b,left,45563.0
190265,158367,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,31538.0
190272,35577,,16041.0,Pm5_L,L,Prelim Roughly traced,optic,Pm5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm5,left,5437.0
190277,162756,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,32104.0
190282,123250,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,25320.0
190285,102575,Y4,15211.0,Y14_L,L,Primary Anchor,optic,Y14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y14,left,20606.0
190288,120855,LPC1,14792.0,LPC1_L,L,Prelim Roughly traced,visual_projection,LPC1,takemuras,,,,,,,,,,,,,,,LPC1,,,,,,,,,,,,,,,False,LPC1,left,24794.0
190291,45573,,13593.0,LC10d_L,L,Prelim Roughly traced,visual_projection,LC10d,phillipse,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10d,left,7784.0
190298,516916,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,38264.0
190300,199558,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,35389.0
190304,27757,MeTu1,12291.0,MeTu1_L,L,Prelim Roughly traced,visual_projection,MeTu1,takemuras,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu1,left,3633.0
190306,95680,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,19009.0
190326,66848,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,12640.0
190336,520459,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,39508.0
190340,171111,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,33001.0
190343,527270,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,40970.0
190346,89153,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,17552.0
190348,42281,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,6954.0
190355,102644,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,20625.0
190357,109415,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,22165.0
190361,31954,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,4600.0
190365,535355,Dm1,11885.0,Dm1_L,L,Prelim Roughly traced,optic,Dm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm1,left,43370.0
190369,19540,LC10a,10573.0,LC10a_L,L,Prelim Roughly traced,visual_projection,LC10a,takemuras,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10a,left,1700.0
190370,543471,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,45298.0
190374,102627,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,20616.0
190376,518700,CB3846,16947.0,Y11_L,L,Prelim Roughly traced,optic,Y11,af394@cam.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y11,left,38978.0
190379,152471,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,30752.0
190385,165195,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,32381.0
190386,25760,Lawf2,10642.0,Lawf2_L,L,Primary Anchor,optic,Lawf2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Lawf2,left,3152.0
190389,118212,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,24193.0
190393,542843,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,45056.0
190394,94938,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,18835.0
190398,44374,TmY11,22595.0,TmY13_L,L,Prelim Roughly traced,optic,TmY13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY13,left,7484.0
190399,60007,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,11062.0
190402,97272,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,19390.0
190406,18692,,12277.0,TmY15_L,L,Primary Anchor,optic,TmY15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY15,left,1499.0
190414,90846,Y1,16488.0,Y13_L,L,Prelim Roughly traced,optic,Y13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y13,left,17931.0
190418,559501,LC13,19674.0,LC13_L,L,Prelim Roughly traced,visual_projection,LC13,takemuras,,,,,,,,,,,,,,,LC13,,,,,,,,,,,,,,,False,LC13,left,47910.0
190420,116013,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,23691.0
190430,41831,MeTu3,26713.0,MeTu3c_L,L,Prelim Roughly traced,visual_projection,MeTu3c,,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu3c,left,6844.0
190432,17393,LC15,17393.0,LC15_L,L,Prelim Roughly traced,visual_projection,LC15,takemuras,,,,,,,,,,,,,,,LC15,,,,,,,,,,,,,,,False,LC15,left,1198.0
190433,54222,,11763.0,Tm24_L,L,Primary Anchor,optic,Tm24,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm24,left,9716.0
190438,106375,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,21479.0
190444,519831,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,39356.0
190445,524818,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,40256.0
190447,109427,,20830.0,Tm33_L,L,Primary Anchor,optic,Tm33,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm33,left,22170.0
190452,104111,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,20966.0
190456,56427,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,10240.0
190458,556461,LC12,11692.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,47741.0
190461,32867,LTe58,20526.0,LoVP16_L,L,Prelim Roughly traced,visual_projection,LoVP16,takemuras,,VPNp&v1_posterior,LT117,,,,,,,,,,,,PLP153,,,,,,,,,,,,,,,False,LoVP16,left,4814.0
190466,551390,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,47371.0
190467,56303,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,10210.0
190472,538017,LC21,16115.0,LC21_L,L,Prelim Roughly traced,visual_projection,LC21,takemuras,,VPNp3,,,,,,,,,,,,,LC21,,,,,,,,,,,,,,,False,LC21,left,44064.0
190475,58678,MTe50,19351.0,MeVP11_L,L,Prelim Roughly traced,visual_projection,MeVP11,,,,ML_VPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeVP11,left,10791.0
190477,72150,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,13796.0
190480,17343,"LC33a,LC33b",12712.0,LC33_L,L,Prelim Roughly traced,visual_projection,LC33,takemuras,,SLPa&l1_lateral,,,,,,,,,,,,,,,,,,,,,fru_low,aSP-m,,,,,,False,LC33,left,1185.0
190481,36128,Y4,15211.0,Y14_L,L,Primary Anchor,optic,Y14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y14,left,5551.0
190483,116787,,62530.0,Li18b_L,L,Primary Anchor,optic,Li18b,takemuras,,,,,,,,,,,,,,,Li13,,,,,,,,,,,,,,,False,Li18b,left,23860.0
190487,132084,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,27184.0
190494,132932,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,27379.0
190499,548130,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,46482.0
190500,60074,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,11075.0
190506,21544,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,2157.0
190507,524865,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,40269.0
190514,147001,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,29913.0
190516,133071,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,27415.0
190520,176565,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,33501.0
190522,518085,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,38721.0
190532,147690,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,30042.0
190534,89161,CB3845,14592.0,LPi3412_L,L,Primary Anchor,optic,LPi3412,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi3412,left,17555.0
190537,31695,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,4545.0
190542,543678,,21321.0,Mi16_L,L,Prelim Roughly traced,optic,Mi16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi16,left,45361.0
190544,105776,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,21340.0
190549,103776,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,20883.0
190555,78851,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,15305.0
190558,28759,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,3882.0
190569,123459,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,25363.0
190574,143035,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,29250.0
190575,151594,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,30628.0
190583,567028,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,48186.0
190584,581157,Lawf1,12117.0,Lawf1_L,L,Primary Anchor,optic,Lawf1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Lawf1,left,48657.0
190585,49042,,26605.0,MeLo7_L,L,Primary Anchor,optic,MeLo7,takemuras,,,ML7,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo7,left,8538.0
190588,97482,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,19443.0
190589,53413,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,9535.0
190590,76160,LC26,15834.0,LC26_L,L,Prelim Roughly traced,visual_projection,LC26,takemuras,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,False,LC26,left,14706.0
190596,125160,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,25718.0
190597,154162,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,30984.0
190598,157795,,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,31464.0
190617,91464,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,18059.0
190622,539871,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,44387.0
190632,551389,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,47370.0
190638,112687,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,22897.0
190642,68103,Tm16,11000.0,Tm16_L,L,Prelim Roughly traced,optic,Tm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm16,left,12921.0
190650,511794,LTe43,26714.0,LoVP83_L,L,Roughly traced,visual_projection,LoVP83,phillipse,,VLPd&p1_posterior,,,,,,,,,,,,,AOTU044,,,,,,,,,,,,,,,False,LoVP83,left,36718.0
190662,40539,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,6522.0
190663,518799,MTe51,16797.0,MeVP1_L,L,Prelim Roughly traced,visual_projection,MeVP1,,,,ME_VPN1,,,,,,,,,,,,MC62,,,,,,,,,,,,,,,False,MeVP1,left,39021.0
190664,72241,LLPC3,14496.0,LLPC3_L,L,Prelim Roughly traced,visual_projection,LLPC3,takemuras,,,,,,,,,,,,,,,LLPC3,,,,,,,,,,,,,,,False,LLPC3,left,13816.0
190669,11024,Dm19,10261.0,Dm19_L,L,Prelim Roughly traced,optic,Dm19,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm19,left,166.0
190670,525331,Tm16,11000.0,Tm16_L,L,Prelim Roughly traced,optic,Tm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm16,left,40428.0
190683,243030,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,36560.0
190684,534433,Tlp1,15432.0,Tlp12_L,L,Primary Anchor,optic,Tlp12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tlp12,left,43040.0
190688,54733,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,9852.0
190691,27240,,,PLP150_L,L,Prelim Roughly traced,central,PLP150,takemuras,,VPNp&v1_posterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,PLP150,left,3492.0
190697,519498,,15043.0,TmY21_L,L,Primary Anchor,optic,TmY21,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY21,left,39275.0
190701,515243,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,37639.0
