leftid,rightid,celltype,annotated_name,left_name,right_name,cluster
15998753,3192952,sensory,gustatory-pharyngeal,AN-L-Sens-B2-AVa-25 (PPS mechano),AN-R-Sens-B2-AVa-25 (PPS mechano),16
15984231,15567466,sensory,enteric,AN-L-Sens-B1-AVa-35,AN-R-Sens-B1-AVa-41,16
15983225,15587166,sensory,enteric,AN-L-Sens-B1-AVa-34,AN-R-Sens-B1-AVa-39,16
15982306,15569561,sensory,enteric,AN-L-Sens-B1-AVa-28,AN-R-Sens-B1-AVa-28,16
15770945,17951153,sensory,enteric,AN-L-Sens-B1-AVa-25,AN-R-Sens-B1-AVa-32,16
15766999,18231999,sensory,enteric,AN-L-Sens-B1-AVa-38,AN-R-Sens-B1-AVa-45,16
7424178,15564882,sensory,enteric,AN-L-Sens-B1-AVa-30,AN-R-Sens-B1-AVa-37,16
15984797,15564661,sensory,enteric,AN-L-Sens-B1-AVa-23,AN-R-Sens-B1-AVa-29,16
8012953,8254894,PN,Unknown PN 2; gustatory-external 2nd_order PN,PN in Olfactory Bundle 2 left,PN in Olfactory Bundle 2 right,17
no pair,4620453,LN,no official annotation,no pair,AVL011 PN Right 2?,17
12336493,4983938,PN,gustatory-external 2nd_order PN,Columbus of GPhN right,Columbus of GPhN left,17
4637677,17913185,other,no official annotation,PPLV-1 left,PPLV-1 right,17
3709977,13789482,PN,Gustatory PN 2; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,backwards handlebar left (looks like 35a),backwards handlebar right,17
11067379,4393049,PN,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,non-olfactory PN left,non-olfactory PN right,17
11333054,17884299,PN,Gustatory PN 1; gustatory-external 2nd_order PN,Gustatory PN left,Gustatory PN right,17
4154421,3690921,PN,Thermo PN 4; tPN; thermo-cold 2nd_order PN,Lower Looping PN Left - AVM004,Lower Looping PN Right - AVM004 (BAla1/2),17
18740553,3814635,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,MN_AN iACT PN left,MN_AN iACT PN right,17
3991518,9747710,PN,Thermo PN 3; tPN; thermo-cold 2nd_order PN,Handlebar PN (CB on left),Handlebar PN (CB on Right),17
4985759,9291474,LN,Thermo PN 2,AVL011 PN Left,AVL011 PN Right,17
21250110,9640873,ascending,noci,A10j_a1l,A10j_a1r,18
17729020,15684934,PN-somato,mechano-Ch 2nd_order PN,Ipsiphone lineage bilateral left,Ipsiphone lineage bilateral right,18
17729161,8313802,other,no official annotation,BLDc descending 4 left,BLDc descending 4 right,18
17105977,8970595,PN-somato,noci 2nd_order PN,BLVp1 local left,BLVp1 local right,18
17224013,14759661,pre-DN-SEZ,no official annotation,DALl1 6 left,DALl1 6 right,18
17223685,8880781,DN-VNC,no official annotation,DPMpm1 1 DN? left,DPMpm1 1 DN right,18
10714526,2911847,PN-somato,mechano-Ch 2nd_order PN,DPlal simple bilateral 3 left,DPlal simple bilateral 3 right; BPL to lateral bilateral right,18
9508724,17541953,PN-somato,mechano-Ch 2nd_order PN,Ipsiphone lineage bilateral 2 left,Ipsiphone lineage bilateral 2 right,18
17728896,no pair,other,no official annotation,BLAv12_ant interneuron unpaired left,no pair,18
9739780,3182103,pre-DN-SEZ,no official annotation,BLDc pointer left,BLDc pointer right,18
17223643,3251140,other,no official annotation,BLVp1 hook left,BLVp1 hook right,18
18656202,18655517,PN-somato,noci 2nd_order PN,BLVp1 bilateral 3 left; down seahorse left,BLVp1 bilateral 3 right; down seahorse right,18
11717001,10683313,PN-somato,mechano-Ch 2nd_order PN,BLP12 gripper 1 left; dpn_left_1304_1,BLP12 gripper 1 right; BLP12 a 6,18
9718223,9856062,pre-DN-VNC,partially differentiated,DPlal simple bilateral 8 left TODO,DPlal simple bilateral 8 right; Tel-like 7? anterior cell body,18
12367568,12884490,PN-somato,mechano-Ch 2nd_order PN,BLVa_t ascending 1 left,BLVa_t ascending 1 right,18
17488886,no pair,other,no official annotation,DPlal1-3_med sparse unpaired left,no pair,18
17468727,4127938,other,no official annotation,BLP34 local left,BLP34 local right,18
11263687,6692908,PN-somato,noci 2nd_order PN,Basal Tel-like 5 left (Downstream A00c),Basal Tel-like 5 right,18
5755261,2846555,PN-somato,mechano-Ch 2nd_order PN,BLP34 lateral left,BLP34 lateral right,18
16595001,21591033,PN-somato,mechano-Ch 2nd_order PN,BLP12 local descending twig 2 left,BLP12 local descending twig 2 right,18
12273754,17654624,PN-somato,noci 2nd_order PN,MIXED bilateral 2 left,MIXED bilateral 2 right,18
10982951,8697453,PN-somato,noci 2nd_order PN,Basal Tel-like 3 left,Basal Tel-like 3 right,18
11719626,20278329,PN-somato,mechano-Ch 2nd_order PN,BLP12 spaghetti left; dpn_left_1304_2,BLP12 spaghetti right; BLP12 a 11,18
20812872,10739296,other,no official annotation,BLAv12_lat pointer-like 2 left,BLAv12_lat pointer-like 2 right,18
20343986,2881070,PN-somato,noci 2nd_order PN,BLDc A00c pointer left,BLDc A00c pointer right,18
17360030,15636411,other,no official annotation,DPlal simple bilateral 4 left,DPlal simple bilateral 4 right,18
19919566,1137946,PN-somato,mechano-Ch 2nd_order PN,mixed bpl terminal left,mixed bpl terminal right ,18
17360254,4393350,PN-somato,noci 2nd_order PN,AB left; DALv1 L Lineage - Downstream A00c,AB right; Timo's Tel-like anterior cell body,18
11717030,9606496,other,no official annotation,BLP12 descending 1 left; dpn_left_1304_11,BLP12 descending 1 right; BPL 2; BLP12 a 2,18
16485518,9621307,PN-somato,noci 2nd_order PN,BLDc descending 2 left,BLDc descending 2 right,18
17464168,8641784,PN-somato,mechano-Ch 2nd_order PN,BLP12 local descending twig 1 left,BLP12 local descending twig 1 right,18
19102929,15668869,PN-somato,mechano-Ch 2nd_order PN,BLAv12_lat contralateral left,BLAv12_ant contralateral right,18
10929797,8198913,ascending,mechano-Ch,VLEL4_a1l,VLEL4_a1r,18
16014701,16574328,PN-somato,mechano-Ch 2nd_order PN,BLP12 hook 6 left,BLP12 hook 6 right,18
8529400,7449767,pre-DN-VNC,no official annotation,UNK bilateral gnarled dendrite left,UNK bilateral gnarled dendrite right,18
5704424,3166745,other,no official annotation,UNK basal left,UNK basal right; DL-LH_cand2,18
16961482,10403609,PN-somato,mechano-Ch 2nd_order PN,DALv1 contralateral 2 left,DALv1 contralateral 2 right; Tel-like 11? ,18
17360070,15656826,other,no official annotation,DPlal simple bilateral 5 left,DPlal simple bilateral 5 right; DPLal 2 R,19
15586949,3180681,pre-DN-SEZ,no official annotation,BLVp1 local a left,BLVp1 local a right,19
5744502,1805406,other,no official annotation,PVC_left,PVC_right; BLP34 a 8,19
17360042,15656223,other,no official annotation,DPlal simple bilateral 6 left,DPlal simple bilateral 6 right,19
11717020,8954310,other,no official annotation,BLP12 gripper 4 left; dpn_left_1304_3,BLP12 gripper 4 right; BLP12 a 10,19
20981321,2878185,other,no official annotation,BLAv12_lat pointer-like left,BLAv12_lat pointer-like right,19
2652641,12882179,other,no official annotation,BLVa_t hook 2 left,BLVa_t hook 2 right -GAP,19
20981306,2842451,other,no official annotation,MIXED pointer-like left,MIXED pointer-like right,19
17729410,9161929,PN-somato,noci 2nd_order PN,BLVa34 small ipsi 1 left,BLVa34 small ipsi 1 right,19
17170215,10660512,other,no official annotation,BLDc descending 3 left,BLDc descending 3 right; Above BPL local right,19
15669682,17658672,pre-DN-VNC,no official annotation,BLVp1 hook 3 left,BLVp1 hook 3 right,19
1400725,15561413,sensory,enteric,AN-L-Sens-B1-ACa-12,AN-R-Sens-B1-ACa-13,20
8005609,10852875,sensory,respiratory,v'td_a2l (Abdominal Sensory),v'td_a2r (Abdominal Sensory),20
3795424,11291344,sensory,respiratory,v'td_a5l (Abdominal Sensory),v'td_a5r (Abdominal Sensory),20
1431256,9716858,sensory,enteric,AN-L-Sens-B1-AVa-27,AN-R-Sens-B1-AVa-19,20
19120772,891237,sensory,respiratory,v'td_vnc_a7l,v'td_vnc_a7r,20
1406463,15573450,sensory,enteric,AN-L-Sens-B1-ACa-14,AN-R-Sens-B1-ACa-14,20
9820270,15574328,sensory,enteric,AN-L-Sens-B1-AVa-29,AN-R-Sens-B1-AVa-15,20
1392771,15563553,sensory,enteric,AN-L-Sens-B1-ACa-06,AN-R-Sens-B1-ACa-05,20
1377586,15562137,sensory,enteric,AN-L-Sens-B1-ACa-07,AN-R-Sens-B1-ACa-07,20
8154054,858479,DN-SEZ,no official annotation,BAmas12_dor center output 1 left,BAmas12_dor center output 1 right,20
1375101,6883831,sensory,enteric,AN-L-Sens-B1-AVa-17,AN-R-Sens-B1-AVa-16,20
1405493,15548694,sensory,enteric,AN-L-Sens-B1-ACa-09,AN-R-Sens-B1-ACa-10,20
1414206,15564807,sensory,enteric,AN-L-Sens-B1-AVa-16,AN-R-Sens-B1-AVa-22,21
9838294,15586536,sensory,enteric,AN-L-Sens-B1-ACa-13,AN-R-Sens-B1-ACa-11,21
1391179,15573381,sensory,enteric,AN-L-Sens-B1-ACa-15,AN-R-Sens-B1-ACa-12,21
19017854,19037563,sensory,respiratory,v'td_vnc_a4l,v'td_vnc_a4r,21
15724175,15640724,sensory,gustatory-pharyngeal,MN-L-Sens-B3-VM-11,MN-R-Sens-B3-VM-11,21
7340629,7331555,sensory,respiratory,v'td_a6l (Abdominal Sensory),v'td_a6r (Abdominal Sensory),21
4363883,5382876,sensory,respiratory,v'td_a3l (Abdominal Sensory),v'td_a3r (Abdominal Sensory),21
12740290,2432564,PN,enteric 2nd_order PN,SEZ-IN-A01-left,SEZ-IN-A01-right,21
16911458,12178825,sensory,respiratory,v'td_vnc_a6l,v'td_vnc_a6r,21
7012280,4061049,sensory,respiratory,v'td_vnc_a5l,v'td_vnc_a5r,21
15769680,15575327,sensory,enteric,AN-L-Sens-B1-AVa-19,AN-R-Sens-B1-AVa-26,21
15770904,15543394,sensory,enteric,AN-L-Sens-B1-AVa-24,AN-R-Sens-B1-AVa-31,21
3450442,4700078,PN,mPN; mPN iACT B2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,mPN iACT B2 left,mPN iACT B2 right,22
5261424,4679139,PN,mPN; mPN iACT A2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,mPN iACT A2 left,mPN iACT A2 right,22
8349454,1591351,PN,FFN-30; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,GB: left,GB: right,22
8704079,16735586,PN,mPN; mPN iACT B3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN iACT B3 left,mPN iACT B3 right,22
9589146,7503199,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,mPN iACT C1 left,mPN iACT C1 right,22
8480221,4324898,PN,mPN; mPN seahorse; mPN; olfactory 2nd_order PN,mPN seahorse left,mPN seahorse right,22
9971209,8812078,LN,no official annotation,MIXED crinkled left; Down to Multi PNs,MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079,22
2612527,4391978,PN,mPN; Multiglomerular PN 3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,mPN iACT C2 left,mPN iACT C2 right,22
8542422,8069432,PN,LHN-22; CN-58; gustatory-external 2nd_order PN,AD:BAmd1 v 3_Kathak_right,AD:BAmd1 v 3_Kathak_left,22
9577562,17132009,other,no official annotation,BLVp12 sickle 1 left,BLVp12 sickle 1 right,22
12225666,4327684,PN,mPN; FFN-21; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,mPN iACT A3 left,mPN iACT A3 right,22
17743170,13858824,PN,PN; gustatory-external 2nd_order PN,KS PN left,KS PN right,22
17844900,18598859,LN,no official annotation,Giant-step left,Giant-step right,22
9119558,10990803,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN iACT VUM L,mPN iACT VUM R,22
7092086,4876704,other,Unknown PN 1,PN in Olfactory Bundle 1 left,PN in Olfactory Bundle 1 right,22
17545695,14154154,pre-DN-SEZ,mPN,cypress left,cypress right,22
6451332,3538129,PN,mPN; mPN D; mPN; olfactory 2nd_order PN,mPN D left,mPN D right,22
3712893,11543212,PN,mPN; mPN iACT bilateral LOWER; Multiglomerular PN 2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN iACT bilateral LOWER left,mPN iACT bilateral LOWER right,22
3450751,10160250,PN,mPN; Multiglomerular PN 5; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN BAmd1-g right,mPN BAmd1-g left,22
2628785,4311586,PN,LHN-19; CN-55; gustatory-external 2nd_order PN,AE:BAmd2 r bilateral_left,AE:BAmd2 r bilateral_right,22
13849557,6143930,pre-DN-VNC,no official annotation,CSD left,CSD right,22
7168356,11714576,pre-DN-VNC,no official annotation,Weird PN to LH left,Weird PN to LH Right,22
11007420,16884962,DN-SEZ,no official annotation,DPMpl12 tall 2 left,DPMpl12 tall 2 right,22
10915553,11905911,DN-VNC,no official annotation,CM4-dm Switcheroo 1 left,CM4-dm Switcheroo 1 right; CM4 dor ant 12 DNs,23
12366224,19857577,pre-DN-VNC,no official annotation,BLVa_t ascending lateral 1 left,BLVa_t ascending lateral 1 right,23
11455472,8257672,ascending,unknown modality,VLEL9_a1l,VLEL9_a1r,23
8644484,14531828,ascending,mechano-Ch,A05g_a1l? lch projection neuron bilateral dendrites a1l,a05g_a1r,23
10527147,7573476,DN-SEZ,no official annotation,CP descending contralateral 3 left,CP descending contralateral 3 right,23
2816457,2619565,ascending,A00c_a5; noci,A00c_a5l,A00c_a5r,23
16303262,7627878,sensory,respiratory,v'td_a1l ,v'td_a1r,23
4555763,5108525,ascending,noci,A08h_a1l,A08h_a1r right,23
17732270,6125806,DN-VNC,no official annotation,CM4-dm Switcheroo 3 left,CM4-dm Switcheroo 3 right; DPMpm b 6; CM4 dor pos 6 TODO DNs,23
no pair,2552701,sensory,visual,no pair,Rh5PR-4;right,23
3220616,16278312,ascending,unknown modality,A09 Contra Brain Projection_a1l,A09 Contra Brain Projection_a1r,23
no pair,7555204,sensory,visual,no pair,Rh6PR-2;right,23
5080991,10959064,pre-DN-VNC,no official annotation,BAla34 Ipsilateral Hook left,BAla34 Ipsilateral Hook right,23
no pair,7568455,sensory,visual,no pair,Rh5PR-5;right,23
5343578,7184082,ascending,mechano-Ch,A08x_a1l,A08x_a1r,23
8057753,10949030,ascending,unknown modality,A08j2_a1l,A08j2_a1r,23
19470184,3732322,DN-SEZ,no official annotation,PC-IN-left,SEZ-IN-32-right,24
992646,15599768,DN-SEZ,no official annotation,BAmas12 contra left; Interneuron--35 in total,BAmas12 contra right,24
15715796,15606918,sensory,gustatory-external,MN-L-Sens-B2-VM-04,MN-R-Sens-B2-VM-04,24
17951049,10263287,DN-SEZ,no official annotation,SEZ-IN-07-left,SEZ-IN-07-right,24
15679484,15610387,sensory,gustatory-external,MN-L-Sens-B2-VM-08,MN-R-Sens-B2-VM-08,24
no pair,15564706,sensory,enteric,no pair,AN-R-Sens-B1-AVa-24,24
8216541,4541081,DN-SEZ,no official annotation,BAmas12_dor center output 2 left,BAmas12_dor center output 2 right,24
15690392,15615305,sensory,gustatory-external,MN-L-Sens-B2-VM-11,MN-R-Sens-B2-VM-11,24
1709802,15532105,sensory,gustatory-pharyngeal,AN-L-Sens-B2-AVa-24 (PPS mechano),AN-R-Sens-B2-AVa-24 (PPS mechano),24
no pair,15574941,sensory,enteric,no pair,AN-R-Sens-B1-AVa-34,24
no pair,9748269,sensory,enteric,no pair,AN-R-Sens-B1-AVa-18,24
15983156,16442344,sensory,enteric,AN-L-Sens-B1-AVa-39,AN-R-Sens-B1-AVa-20,24
1429969,15543068,sensory,enteric,AN-L-Sens-B1-AVa-20,AN-R-Sens-B1-AVa-21,24
3928652,12704360,RGN,no official annotation,CA-LP-1_left,CA-LP-1_right,25
4108016,3002410,PN,Thermo PN 7; tPN; thermo-cold 2nd_order PN,Upper Looping PN Left - AVM004,Upper Looping PN Right - AVM004 (BAla1/2),25
no pair,8480418,LN,no official annotation,no pair,OLP4;right,25
9927082,7874184,PN,Pdf-LaNs; visual 2nd_order PN,LN1;left,LN1;right,25
13422280,7589765,DN-VNC,no official annotation,CP descending contralateral 1 left,CP descending contralateral 1 right,25
17414715,8247641,LN,no official annotation,ChalOLP;left,ChalOLP;right,25
2204467,2512602,PN,Pdf-LaNs; visual 2nd_order PN,LN2;left,LN2;right,25
16087799,2775707,PN,Pdf-LaNs; visual 2nd_order PN,LN4;left,LN4;right,25
8118929,2775943,PN,Pdf-LaNs; visual 2nd_order PN,LN3;left,LN3;right,25
8700125,7897051,LN,no official annotation,GlulOLP;left,GlulOLP;right,25
17729088,9637388,LHN,noci 2nd_order PN,Tel-like 3; BLVp1 7? left,Tel-like 3; BLVp1 7 right,26
4663875,11271082,pre-DN-VNC,no official annotation,BLAv12 bilateral 2 left,BLAv12 bilateral 2 right,26
16594752,9530532,PN-somato,noci 2nd_order PN,Basal Tel-like 8 left,Basal Tel-like 8 right,26
14338439,8805777,PN-somato,noci 2nd_order PN,BLDc A00c pointer 2 left,BLDc A00c pointer 2 right; BPL local 1 R,26
16472086,16433177,PN-somato,mechano-Ch 2nd_order PN,Basal Tel-like 4 left,Basal Tel-like 4 right,26
15689046,8979434,pre-DN-SEZ,no official annotation,DPlal simple bilateral 7 left,DPlal simple bilateral 7 right,26
9822593,15023987,pre-DN-VNC,no official annotation,BLAvm bilateral neuron 2 left,BLAvm bilateral neuron 2 right,26
5762666,17777259,LHN,noci 2nd_order PN; mechano-Ch 2nd_order PN,n_down pOLP&PVL09-2 left,n_down pOLP&PVL09-2 right,26
21220994,8229118,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,Basal Tel-like 1 left,Basal Tel-like 1 right,27
20981350,8715940,other,no official annotation,BLAv12_lat pointer 3 left,BLAv12_lat pointer 3 right; BLAv2 ant 1 ven neuron 8715941,27
9481869,14762026,PN-somato,mechano-Ch 2nd_order PN,DALl1 11 left,DALl1 11 right,27
6633635,9241349,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,DPlal simple bilateral 1? left,DPlal simple bilateral 1 right; Tel-like 4? with anterior cell body,27
16059078,4130960,PN-somato,mechano-Ch 2nd_order PN,Local Crescent left,Local Crescent right,27
9348984,2772093,pre-DN-VNC,no official annotation,BLVa hook 1 left,BLVa hook 1 right,27
16059134,10725068,pre-DN-VNC,no official annotation,MIXED local left,MIXED local right; BLVa12 a 3,27
17430685,20106468,other,no official annotation,BLVp1 bilateral 5 left,BLVp1 bilateral 5 right,27
5750884,20443420,PN-somato,Tel5; noci 2nd_order PN,Tel-like 5 left,Tel-like 5 right,27
20730780,9202326,PN-somato,noci 2nd_order PN,Basal Tel-like 6 left,Basal Tel-like 6 right,27
17165621,9422291,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,Basal Tel-like 7 left,Basal Tel-like 7 right,27
14797760,15679639,PN-somato,mechano-Ch 2nd_order PN,above BPL toward anterior Left,above BPL toward anterior Right,27
15587533,11029851,PN-somato,mechano-Ch 2nd_order PN,BLVp1 bilateral 2 left,BLVp1 bilateral 2 right,27
15096548,13841523,pre-DN-VNC,no official annotation,BLAv12_lat pointer 2 left,BLAv12_lat pointer 2 right,27
4635057,7971031,LHN,Thermo PN 1; Thermo PN 6,PVL005 - 2 Left,PVL005 1 right,28
7582412,2776773,LN,no official annotation,3rd Thermo Left - ADL022,3rd Thermo Right - ADL022,28
19611917,8138616,LHN,no official annotation,DN1-1 - PDL007 #2 left,DN1-1 - PDL007 #2 right,28
17244655,17360593,LHN,no official annotation,AF3 left,AF3 right,28
16045758,10684539,other,no official annotation,BLP12 claw 2 left,BLP12 claw 2 right; BLP12 a 7,28
4926999,21664445,LN,no official annotation,3rd-order Thermo left; (possible PVL005 ),3rd-order Thermo right,28
8765298,10682411,other,no official annotation,BLP12 claw 3 left,BLP12 claw 3 right; BLP12 a 4,28
12156009,7020344,PN,Gustatory PN 3; gustatory-external 2nd_order PN,handlebar-like 4 (no soma) left ,handlebar-like 4 right,28
4260935,3756659,PN,Thermo PN 5; tPN; thermo-cold 2nd_order PN,PN Only Connects To Togethers Left,PN Only Connects To Togethers Right,28
17962513,8842220,LHN,no official annotation,BLAd lat 1 neuron 8842221_sibling left **MISSING DENDRITE**,BLAd lat 1 neuron 8842221_sibling right,28
4279887,10293348,LHN,no official annotation,Chong left,Chong right,28
7952981,8717219,PN,vPN; visual 2nd_order PN,5thLN;left,5thLN;right,28
5289042,9291938,LHN,no official annotation,BLVa12 local 2 left,BLVa12 local 2 right,28
4636432,9808146,LN,no official annotation,AF13: 3rd-order Thermo (possible PVL005 )4 Left,AF13: 3rd-order Thermo (possible PVL005 )4 Right,28
2379544,10681487,other,no official annotation,BLP12 claw 1 left,BLP12 claw 1 right; BLP12 a 3,28
9747418,4127707,LHN,no official annotation,PPLV - 2 Left (maybe PVL014c),PPLV - 2 Right (maybe PVL014c); BLP34 a 7,28
12745771,2914206,LHN,no official annotation,DN1-1 - PDL007 left,DN1-1 - PDL007 right ,28
5959820,8943485,pre-DN-SEZ,no official annotation,BLVa34 local neuron left,BLVa34 local neuron right; BLVa34 a 6 right,28
16098538,8670503,LHN,no official annotation,DPLm2 gnarled left,DPLm2 gnarled right,28
4570270,2921933,LN,no official annotation,V1: possible PVL005 -  3 Left,V1: possible PVL005 - 3 Right,28
12948470,9275210,LN,Thermo PN 1; Thermo PN 6,PVL005 1 left,PVL005 - 2 Right (V1); BLVa34 a 11,28
8293958,3869488,PN,PN; tPN; gustatory-external 2nd_order PN; thermo-cold 2nd_order PN,Suckerfish PN left,Suckerfish PN right,28
17776906,4101295,LN,no official annotation,AF8: PDL_left_sibling,AF8: PDL_right_sibling,28
11123016,4152020,other,Multiglomerular PN 6,from upper looping PN - peptidergic left,from upper looping PN - peptidergic right,28
8509534,16515871,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN cobra left,mPN cobra right,29
16630941,5835799,KC,KC,KC22,KC22,30
16631114,9556700,KC,KC,KC78?,KC78,30
no pair,10056280,KC,KC,no pair,KC96,30
5937084,8850802,KC,KC,KC65;_42a left,KC65;_42a right,30
16435965,no pair,KC,KC,KC no pair,no pair,30
16630264,5836163,KC,KC,KC25,KC25,30
no pair,9766793,KC,KC,no pair,KC86,30
16444327,no pair,KC,KC,KC no pair,no pair,30
16977881,9796812,KC,KC,KC90,KC90,30
16627861,no pair,KC,KC,KC no pair,no pair,30
16630385,no pair,KC,KC,KC no pair,no pair,30
no pair,16850888,KC,KC,no pair,KC73,30
8262503,no pair,KC,KC,KC no pair,no pair,30
no pair,7868195,KC,KC,no pair,KC39,30
15722867,9609048,KC,KC,KC82,KC82,30
15721919,no pair,KC,KC,KC no pair,no pair,30
14898816,4230739,KC,KC,KC13,KC13,30
11691603,4444354,KC,KC,KC17,KC17,30
4412315,3347708,KC,KC,KC2/24,KC2,30
8262302,5051342,KC,KC,KC21,KC21,30
16627838,8413663,KC,KC,KC49?,KC49,30
16039470,4241192,KC,KC,KC14,KC14,30
11725803,8066542,KC,KC,KC42,KC42,30
11725127,4230061,KC,KC,KC12,KC12,30
no pair,4227304,KC,KC,no pair,KC10,30
4411505,no pair,KC,KC,KC no pair,no pair,30
16058860,11813287,KC,KC,KC100,KC100,30
4518546,no pair,KC,KC,KC no pair,no pair,30
no pair,5836206,KC,KC,no pair,KC28,30
4412036,no pair,KC,KC,KC no pair,no pair,30
no pair,5836197,KC,KC,no pair,KC27,30
16629788,7786053,KC,KC,KC34,KC34,30
no pair,5019924,KC,KC,no pair,KC20,30
no pair,5836035,KC,KC,no pair,KC24,30
11934107,3844961,PN,gustatory-external 2nd_order PN,I1 left (ipsilat PN to bilateral LH),l1 right; (old) I of GPhN right (ipsilateral PN to bilateral LH),31
15718981,1591270,pre-DN-VNC,no official annotation,Nag left,Nag right,31
17354392,15636958,pre-DN-SEZ,no official annotation,MB2IN-161 left,DPLal 4 R,31
8640212,no pair,other,no official annotation,BLAd local unpaired left,no pair,31
15541971,5734134,other,no official annotation,BAmd1 bilateral left,BAmd1 bilateral right,31
16095576,20370716,other,no official annotation,DPL Lander-like left,DPL Lander-like right,31
17729888,17658927,other,no official annotation,CPa 3 left,CPa 3 right,31
17729167,17324637,other,no official annotation,BLDc gnarly left,BLDc gnarly right,31
no pair,8065380,other,no official annotation,no pair,ASB Digest right,31
15517247,16335254,pre-DN-VNC,no official annotation,DALcm12 L v e 1,DALcm_r; DALcm12 m lat 2,31
12121795,11788830,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BAlc_post I left,BAlc_post I right,31
no pair,18248435,other,no official annotation,no pair,ASB Lonely right,31
5708994,17654617,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,BLAvm potential PN left,BLAvm potential PN right; ASB TODO from gPN 7 right,31
8347613,8349553,LHN,no official annotation,Ivy left,Ivy right,31
4393026,16131474,LHN,no official annotation,SY: Large Fragment Missing Soma_left,SY: weak on PVL09 & MBE24 (LNM_downstream3)_right,31
3061422,3272218,other,no official annotation,DM-NPF_conn4_left,DM-NPF_conn4_right,31
8639662,13046354,other,no official annotation,DPLm ant 1 left,DPLm ant 1 right,31
8687096,9643439,pre-DN-VNC,no official annotation,DPlal outer bilateral 2 left,DPlal outer bilateral 2 right,31
3650006,15829660,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,PN of GPhN to LH (left),PN of GPhN to LH; in mACT(?) right,31
4664256,17326218,PN-somato,noci 2nd_order PN,PL: Pair 1_down pvl09_left,PL: Pair 1_down pvl09_right,31
9940382,8124177,PN,vPN; visual 2nd_order PN,pOLP;left,pOLP;right,31
9488991,5585799,LHN,no official annotation,LQ: weak on PVL09 & MBE24_left,LQ: TO REVIEW_right,31
5688091,5038920,DN-SEZ,no official annotation,MBE - Input of Hugin RG Candidates left 1 - paired with #5038920,MBE - Input of Hugin RG Candidates right 1 - paired with #5688091,31
18566501,15588389,LHN,no official annotation,ASB B1 left 9,ASB B1 right 9 ,32
10540188,8932110,other,no official annotation,Cheech left,Cheech right,32
11782821,3913613,LN,no official annotation,Horseshoe Bilateral Left,Horseshoe Bilateral right,32
8340950,8270683,PN,vPN; visual 2nd_order PN,nc2;left,nc2;right,32
9447255,16295025,LN,LHN-6,US1: Claw_left,US1: Claw_right,32
2568465,10167078,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,mPN iACT B1_left,mPN iACT B1_right,32
9567051,9539868,PN,vPN; visual 2nd_order PN,PVL09 left,PVL09 right,32
14333495,13858797,LHN,LHN-9; CN-45,Oval 42a_left,Oval 42a_right,32
7982896,8177199,LHN,no official annotation,SP2-1;left,SP2-1;right,32
8037197,17822238,LN,CN-2,AG:DL-LH_cand7_left; BLVa12 a 2,AG:DL-LH_cand7_right; BLVa12 a 2,32
16486385,11178891,LN,LHN-10; CN-46,LH bilateral axon 4_left; BLVa12 b 4,LH bilateral axon 4_right; BLVa12 b 4,32
14319185,8565131,LHN,LHN-21; CN-57,Nest_left,Nest_right,32
8276782,4119387,PN,mPN; Multiglomerular PN 7; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; thermo-warm 2nd_order PN,mPN iACT A1 left,mPN iACT A1 right,32
5453333,13803032,LHN,LHN-15; CN-51,Projection from LH 2_left,Projection from LH 2_right,32
17434825,16485079,LN,Multiglomerular PN 4; LHN-11; CN-47,LH bilateral axon 2 MB_left; BLVa12 b 3,LH bilateral axon 2 MB_right; BLVa12 b 3,32
